機種,設定,セッション,差枚,BIG回数,REG回数,BIG確率,REG確率,合成確率,最大ハマり,最大連チャン
マイジャグラーV,5,23,452,43,22,232.6,454.5,153.8,632,8
マイジャグラーV,5,24,1028,43,28,232.6,357.1,140.8,561,5
マイジャグラーV,5,25,1076,38,41,263.2,243.9,126.6,691,8
マイジャグラーV,5,26,2324,44,39,227.3,256.4,120.5,419,12
マイジャグラーV,5,27,1220,41,35,243.9,285.7,131.6,670,6
マイジャグラーV,5,28,692,38,37,263.2,270.3,133.3,549,6
マイジャグラーV,5,29,3572,48,42,208.3,238.1,111.1,346,5
マイジャグラーV,5,30,1748,44,33,227.3,303.0,129.9,696,4
マイジャグラーV,5,31,4628,50,48,200.0,208.3,102.0,423,17
マイジャグラーV,5,32,3908,49,43,204.1,232.6,108.7,478,6
マイジャグラーV,5,33,2564,45,39,222.2,256.4,119.0,414,5
マイジャグラーV,5,34,4100,51,40,196.1,250.0,109.9,679,9
マイジャグラーV,5,35,1988,47,28,212.8,357.1,133.3,600,7
マイジャグラーV,5,36,-1900,32,25,312.5,400.0,175.4,636,4
マイジャグラーV,5,37,980,42,30,238.1,333.3,138.9,561,4
マイジャグラーV,5,38,-220,37,30,270.3,333.3,149.3,713,7
マイジャグラーV,5,39,2612,48,32,208.3,312.5,125.0,541,7
マイジャグラーV,5,40,2612,46,37,217.4,270.3,120.5,524,5
マイジャグラーV,5,41,740,39,35,256.4,285.7,135.1,525,6
マイジャグラーV,5,42,1652,40,42,250.0,238.1,122.0,497,8
マイジャグラーV,5,43,3764,54,29,185.2,344.8,120.5,697,7
マイジャグラーV,5,44,1124,41,34,243.9,294.1,133.3,591,9
マイジャグラーV,5,45,4916,54,41,185.2,243.9,105.3,358,9
マイジャグラーV,5,46,1508,41,38,243.9,263.2,126.6,581,7
マイジャグラーV,5,47,644,37,39,270.3,256.4,131.6,680,7
マイジャグラーV,5,48,3380,48,40,208.3,250.0,113.6,537,7
マイジャグラーV,5,49,3476,50,36,200.0,277.8,116.3,588,12
マイジャグラーV,5,50,1364,40,39,250.0,256.4,126.6,526,6
マイジャグラーV,5,51,1700,41,40,243.9,250.0,123.5,469,7
マイジャグラーV,5,52,-364,38,26,263.2,384.6,156.3,579,5
マイジャグラーV,5,53,2756,47,36,212.8,277.8,120.5,817,6
マイジャグラーV,5,54,-1948,33,22,303.0,454.5,181.8,681,6
マイジャグラーV,5,55,2420,46,35,217.4,285.7,123.5,571,7
マイジャグラーV,5,56,932,37,42,270.3,238.1,126.6,445,9
マイジャグラーV,5,57,1940,44,35,227.3,285.7,126.6,505,5
マイジャグラーV,5,58,2708,50,28,200.0,357.1,128.2,398,11
マイジャグラーV,5,59,692,36,42,277.8,238.1,128.2,936,6
マイジャグラーV,5,60,2900,46,40,217.4,250.0,116.3,523,6
マイジャグラーV,5,61,1220,41,35,243.9,285.7,131.6,489,6
マイジャグラーV,5,62,20,36,35,277.8,285.7,140.8,902,5
マイジャグラーV,5,63,116,36,36,277.8,277.8,138.9,865,6
マイジャグラーV,5,64,1076,36,46,277.8,217.4,122.0,429,6
マイジャグラーV,5,65,308,40,28,250.0,357.1,147.1,796,5
マイジャグラーV,5,66,884,40,34,250.0,294.1,135.1,735,6
マイジャグラーV,5,67,2996,46,41,217.4,243.9,114.9,752,6
マイジャグラーV,5,68,1652,42,37,238.1,270.3,126.6,596,7
マイジャグラーV,5,69,932,37,42,270.3,238.1,126.6,605,8
マイジャグラーV,5,70,3380,46,45,217.4,222.2,109.9,643,14
マイジャグラーV,5,71,-1516,28,39,357.1,256.4,149.3,709,6
マイジャグラーV,5,72,-460,36,30,277.8,333.3,151.5,596,6
マイジャグラーV,5,73,3716,47,46,212.8,217.4,107.5,584,10
マイジャグラーV,5,74,1796,41,41,243.9,243.9,122.0,642,10
マイジャグラーV,5,75,-1276,31,34,322.6,294.1,153.8,689,5
マイジャグラーV,5,76,2708,42,48,238.1,208.3,111.1,435,7
マイジャグラーV,5,77,1748,44,33,227.3,303.0,129.9,773,7
マイジャグラーV,5,78,5588,54,48,185.2,208.3,98.0,449,8
マイジャグラーV,5,79,788,36,43,277.8,232.6,126.6,716,7
マイジャグラーV,5,80,260,37,35,270.3,285.7,138.9,738,5
マイジャグラーV,5,81,1700,43,35,232.6,285.7,128.2,577,7
マイジャグラーV,5,82,3524,49,39,204.1,256.4,113.6,414,9
マイジャグラーV,5,83,1268,38,43,263.2,232.6,123.5,452,6
マイジャグラーV,5,84,3860,50,40,200.0,250.0,111.1,488,12
マイジャグラーV,5,85,1364,38,44,263.2,227.3,122.0,557,7
マイジャグラーV,5,86,1268,42,33,238.1,303.0,133.3,673,8
マイジャグラーV,5,87,1460,40,40,250.0,250.0,125.0,457,6
マイジャグラーV,5,88,3140,51,30,196.1,333.3,123.5,627,6
マイジャグラーV,5,89,2180,41,45,243.9,222.2,116.3,421,7
マイジャグラーV,5,90,1316,41,36,243.9,277.8,129.9,545,6
マイジャグラーV,5,91,3476,48,41,208.3,243.9,112.4,384,7
マイジャグラーV,5,92,548,37,38,270.3,263.2,133.3,566,5
マイジャグラーV,5,93,1652,38,47,263.2,212.8,117.6,468,8
マイジャグラーV,5,94,3092,48,37,208.3,270.3,117.6,373,11
マイジャグラーV,5,95,5444,59,34,169.5,294.1,107.5,591,13
マイジャグラーV,5,96,3044,47,39,212.8,256.4,116.3,413,8
マイジャグラーV,5,97,2756,45,41,222.2,243.9,116.3,659,11
マイジャグラーV,5,98,-268,38,27,263.2,370.4,153.8,636,6
マイジャグラーV,5,99,1028,39,38,256.4,263.2,129.9,729,13
マイジャグラーV,5,100,2612,44,42,227.3,238.1,116.3,611,10
マイジャグラーV,6,1,5242,50,53,200.0,188.7,97.1,515,9
マイジャグラーV,6,2,1402,38,43,263.2,232.6,123.5,559,6
マイジャグラーV,6,3,3514,46,45,217.4,222.2,109.9,610,7
マイジャグラーV,6,4,2602,49,28,204.1,357.1,129.9,492,9
マイジャグラーV,6,5,4138,51,39,196.1,256.4,111.1,599,8
マイジャグラーV,6,6,2218,43,39,232.6,256.4,122.0,412,7
マイジャグラーV,6,7,6730,61,41,163.9,243.9,98.0,451,9
マイジャグラーV,6,8,3130,46,41,217.4,243.9,114.9,726,7
マイジャグラーV,6,9,3466,43,52,232.6,192.3,105.3,589,11
マイジャグラーV,6,10,1738,41,39,243.9,256.4,125.0,546,5
マイジャグラーV,6,11,250,34,41,294.1,243.9,133.3,590,7
マイジャグラーV,6,12,3898,48,44,208.3,227.3,108.7,827,8
マイジャグラーV,6,13,5578,49,59,204.1,169.5,92.6,520,11
マイジャグラーV,6,14,2458,44,39,227.3,256.4,120.5,521,7
マイジャグラーV,6,15,1114,36,45,277.8,222.2,123.5,521,10
マイジャグラーV,6,16,2650,42,46,238.1,217.4,113.6,721,12
マイジャグラーV,6,17,2170,42,41,238.1,243.9,120.5,837,7
マイジャグラーV,6,18,1546,37,47,270.3,212.8,119.0,630,6
マイジャグラーV,6,19,3322,46,43,217.4,232.6,112.4,500,6
マイジャグラーV,6,20,970,35,46,285.7,217.4,123.5,732,9
マイジャグラーV,6,21,826,36,42,277.8,238.1,128.2,660,6
マイジャグラーV,6,22,2602,41,48,243.9,208.3,112.4,611,6
マイジャグラーV,6,23,3898,50,39,200.0,256.4,112.4,565,13
マイジャグラーV,6,24,778,41,29,243.9,344.8,142.9,860,5
マイジャグラーV,6,25,1162,35,48,285.7,208.3,120.5,679,9
マイジャグラーV,6,26,2650,40,51,250.0,196.1,109.9,525,10
マイジャグラーV,6,27,3898,48,44,208.3,227.3,108.7,543,7
マイジャグラーV,6,28,6154,57,45,175.4,222.2,98.0,367,8
マイジャグラーV,6,29,2266,38,52,263.2,192.3,111.1,765,6
マイジャグラーV,6,30,4186,48,47,208.3,212.8,105.3,623,8
マイジャグラーV,6,31,3802,48,43,208.3,232.6,109.9,432,8
マイジャグラーV,6,32,3850,49,41,204.1,243.9,111.1,443,12
マイジャグラーV,6,33,5242,54,43,185.2,232.6,103.1,795,14
マイジャグラーV,6,34,3562,49,38,204.1,263.2,114.9,416,6
マイジャグラーV,6,35,826,38,37,263.2,270.3,133.3,752,5
マイジャグラーV,6,36,922,36,43,277.8,232.6,126.6,886,6
マイジャグラーV,6,37,2266,40,47,250.0,212.8,114.9,398,8
マイジャグラーV,6,38,3418,46,44,217.4,227.3,111.1,555,6
マイジャグラーV,6,39,1114,38,40,263.2,250.0,128.2,677,9
マイジャグラーV,6,40,6586,56,52,178.6,192.3,92.6,275,10
マイジャグラーV,6,41,3706,46,47,217.4,212.8,107.5,710,8
マイジャグラーV,6,42,1978,40,44,250.0,227.3,119.0,527,7
マイジャグラーV,6,43,1834,41,40,243.9,250.0,123.5,748,8
マイジャグラーV,6,44,2746,40,52,250.0,192.3,108.7,615,8
マイジャグラーV,6,45,2266,40,47,250.0,212.8,114.9,799,10
マイジャグラーV,6,46,-1766,30,30,333.3,333.3,166.7,1055,5
マイジャグラーV,6,47,3274,41,55,243.9,181.8,104.2,400,14
マイジャグラーV,6,48,3562,47,43,212.8,232.6,111.1,660,12
マイジャグラーV,6,49,1450,39,41,256.4,243.9,125.0,553,7
マイジャグラーV,6,50,4906,51,47,196.1,212.8,102.0,628,13
マイジャグラーV,6,51,2170,40,46,250.0,217.4,116.3,602,12
マイジャグラーV,6,52,3322,48,38,208.3,263.2,116.3,737,10
マイジャグラーV,6,53,3658,47,44,212.8,227.3,109.9,532,7
マイジャグラーV,6,54,778,37,39,270.3,256.4,131.6,512,5
マイジャグラーV,6,55,2026,45,32,222.2,312.5,129.9,647,6
マイジャグラーV,6,56,3370,49,36,204.1,277.8,117.6,545,9
マイジャグラーV,6,57,2986,43,47,232.6,212.8,111.1,754,8
マイジャグラーV,6,58,3130,48,36,208.3,277.8,119.0,537,10
マイジャグラーV,6,59,3226,46,42,217.4,238.1,113.6,839,10
マイジャグラーV,6,60,6442,59,43,169.5,232.6,98.0,455,9
マイジャグラーV,6,61,2170,42,41,238.1,243.9,120.5,505,7
マイジャグラーV,6,62,2602,47,33,212.8,303.0,125.0,536,9
マイジャグラーV,6,63,-710,34,31,294.1,322.6,153.8,835,5
マイジャグラーV,6,64,3274,51,30,196.1,333.3,123.5,543,7
マイジャグラーV,6,65,4858,52,44,192.3,227.3,104.2,531,10
マイジャグラーV,6,66,2266,44,37,227.3,270.3,123.5,413,7
マイジャグラーV,6,67,3514,46,45,217.4,222.2,109.9,511,13
マイジャグラーV,6,68,3802,48,43,208.3,232.6,109.9,414,9
マイジャグラーV,6,69,1114,38,40,263.2,250.0,128.2,947,9
マイジャグラーV,6,70,2314,41,45,243.9,222.2,116.3,674,11
マイジャグラーV,6,71,2266,42,42,238.1,238.1,119.0,576,10
マイジャグラーV,6,72,4714,47,55,212.8,181.8,98.0,686,15
マイジャグラーV,6,73,1978,40,44,250.0,227.3,119.0,535,5
マイジャグラーV,6,74,3082,45,43,222.2,232.6,113.6,513,9
マイジャグラーV,6,75,5578,49,59,204.1,169.5,92.6,370,8
マイジャグラーV,6,76,1114,34,50,294.1,200.0,119.0,436,11
マイジャグラーV,6,77,2410,43,41,232.6,243.9,119.0,797,7
マイジャグラーV,6,78,3466,47,42,212.8,238.1,112.4,688,7
マイジャグラーV,6,79,3706,48,42,208.3,238.1,111.1,447,11
マイジャグラーV,6,80,298,33,44,303.0,227.3,129.9,640,9
マイジャグラーV,6,81,3946,43,57,232.6,175.4,100.0,425,8
マイジャグラーV,6,82,2170,44,36,227.3,277.8,125.0,495,5
マイジャグラーV,6,83,1354,37,45,270.3,222.2,122.0,600,8
マイジャグラーV,6,84,2698,41,49,243.9,204.1,111.1,724,8
マイジャグラーV,6,85,3130,46,41,217.4,243.9,114.9,704,7
マイジャグラーV,6,86,5482,55,43,181.8,232.6,102.0,727,10
マイジャグラーV,6,87,2890,45,41,222.2,243.9,116.3,730,8
マイジャグラーV,6,88,1018,38,39,263.2,256.4,129.9,709,6
マイジャグラーV,6,89,4666,52,42,192.3,238.1,106.4,581,8
マイジャグラーV,6,90,3754,45,50,222.2,200.0,105.3,415,9
マイジャグラーV,6,91,3994,48,45,208.3,222.2,107.5,514,7
マイジャグラーV,6,92,5194,53,45,188.7,222.2,102.0,409,17
マイジャグラーV,6,93,2170,42,41,238.1,243.9,120.5,406,9
マイジャグラーV,6,94,1306,38,42,263.2,238.1,125.0,504,7
マイジャグラーV,6,95,4570,54,36,185.2,277.8,111.1,607,12
マイジャグラーV,6,96,2602,43,43,232.6,232.6,116.3,591,9
マイジャグラーV,6,97,2122,41,43,243.9,232.6,119.0,724,12
マイジャグラーV,6,98,3274,45,45,222.2,222.2,111.1,547,14
マイジャグラーV,6,99,1258,39,39,256.4,256.4,128.2,357,6
マイジャグラーV,6,100,922,40,33,250.0,303.0,137.0,481,6
ファンキージャグラー2,1,1,-3644,26,23,384.6,434.8,204.1,950,6
ファンキージャグラー2,1,2,532,43,24,232.6,416.7,149.3,640,7
ファンキージャグラー2,1,3,-764,38,23,263.2,434.8,163.9,689,5
ファンキージャグラー2,1,4,-2204,32,23,312.5,434.8,181.8,855,4
ファンキージャグラー2,1,5,-2060,33,22,303.0,454.5,181.8,894,3
ファンキージャグラー2,1,6,-2684,28,28,357.1,357.1,178.6,601,5
ファンキージャグラー2,1,7,-860,38,22,263.2,454.5,166.7,651,4
ファンキージャグラー2,1,8,-860,36,27,277.8,370.4,158.7,653,6
ファンキージャグラー2,1,9,-188,40,24,250.0,416.7,156.3,753,7
ファンキージャグラー2,1,10,-284,40,23,250.0,434.8,158.7,699,11
ファンキージャグラー2,1,11,-188,42,19,238.1,526.3,163.9,635,6
ファンキージャグラー2,1,12,-2108,36,14,277.8,714.3,200.0,970,5
ファンキージャグラー2,1,13,-2972,30,20,333.3,500.0,200.0,1021,5
ファンキージャグラー2,1,14,1396,45,28,222.2,357.1,137.0,511,6
ファンキージャグラー2,1,15,-1964,35,18,285.7,555.6,188.7,1212,5
ファンキージャグラー2,1,16,-2156,33,21,303.0,476.2,185.2,1027,5
ファンキージャグラー2,1,17,-6332,14,25,714.3,400.0,256.4,967,3
ファンキージャグラー2,1,18,-2972,30,20,333.3,500.0,200.0,1267,4
ファンキージャグラー2,1,19,868,44,25,227.3,400.0,144.9,747,9
ファンキージャグラー2,1,20,-2444,31,23,322.6,434.8,185.2,827,8
ファンキージャグラー2,1,21,-524,39,23,256.4,434.8,161.3,573,5
ファンキージャグラー2,1,22,1540,50,17,200.0,588.2,149.3,498,5
ファンキージャグラー2,1,23,-764,40,18,250.0,555.6,172.4,773,8
ファンキージャグラー2,1,24,-620,41,17,243.9,588.2,172.4,633,7
ファンキージャグラー2,1,25,244,37,36,270.3,277.8,137.0,628,9
ファンキージャグラー2,1,26,4,42,21,238.1,476.2,158.7,507,7
ファンキージャグラー2,1,27,-3212,29,20,344.8,500.0,204.1,873,3
ファンキージャグラー2,1,28,724,47,16,212.8,625.0,158.7,764,5
ファンキージャグラー2,1,29,-3116,27,26,370.4,384.6,188.7,1124,4
ファンキージャグラー2,1,30,1252,46,24,217.4,416.7,142.9,591,5
ファンキージャグラー2,1,31,-2684,32,18,312.5,555.6,200.0,840,4
ファンキージャグラー2,1,32,-92,42,20,238.1,500.0,161.3,697,7
ファンキージャグラー2,1,33,-140,41,22,243.9,454.5,158.7,1502,5
ファンキージャグラー2,1,34,-236,41,21,243.9,476.2,161.3,914,6
ファンキージャグラー2,1,35,196,42,23,238.1,434.8,153.8,752,6
ファンキージャグラー2,1,36,1684,49,21,204.1,476.2,142.9,691,6
ファンキージャグラー2,1,37,-4076,27,16,370.4,625.0,232.6,1142,4
ファンキージャグラー2,1,38,-2588,30,24,333.3,416.7,185.2,583,4
ファンキージャグラー2,1,39,-2060,31,27,322.6,370.4,172.4,607,5
ファンキージャグラー2,1,40,-2540,33,17,303.0,588.2,200.0,700,6
ファンキージャグラー2,1,41,-380,38,27,263.2,370.4,153.8,784,5
ファンキージャグラー2,1,42,148,41,25,243.9,400.0,151.5,547,8
ファンキージャグラー2,1,43,-2924,29,23,344.8,434.8,192.3,859,5
ファンキージャグラー2,1,44,-1292,35,25,285.7,400.0,166.7,811,5
ファンキージャグラー2,1,45,-2156,29,31,344.8,322.6,166.7,569,6
ファンキージャグラー2,1,46,-2444,31,23,322.6,434.8,185.2,651,3
ファンキージャグラー2,1,47,1492,45,29,222.2,344.8,135.1,752,6
ファンキージャグラー2,1,48,-1052,36,25,277.8,400.0,163.9,620,7
ファンキージャグラー2,1,49,-1196,39,16,256.4,625.0,181.8,637,4
ファンキージャグラー2,1,50,-860,40,17,250.0,588.2,175.4,825,5
ファンキージャグラー2,1,51,-1484,37,18,270.3,555.6,181.8,531,10
ファンキージャグラー2,1,52,-764,38,23,263.2,434.8,163.9,872,6
ファンキージャグラー2,1,53,-1964,35,18,285.7,555.6,188.7,647,5
ファンキージャグラー2,1,54,-1964,33,23,303.0,434.8,178.6,958,6
ファンキージャグラー2,1,55,-1388,37,19,270.3,526.3,178.6,888,4
ファンキージャグラー2,1,56,-3164,28,23,357.1,434.8,196.1,631,5
ファンキージャグラー2,1,57,100,44,17,227.3,588.2,163.9,1213,4
ファンキージャグラー2,1,58,-236,43,16,232.6,625.0,169.5,685,6
ファンキージャグラー2,1,59,-476,40,21,250.0,476.2,163.9,918,6
ファンキージャグラー2,1,60,-2108,34,19,294.1,526.3,188.7,808,8
ファンキージャグラー2,1,61,-332,37,30,270.3,333.3,149.3,682,5
ファンキージャグラー2,1,62,-956,36,26,277.8,384.6,161.3,635,4
ファンキージャグラー2,1,63,1540,46,27,217.4,370.4,137.0,872,6
ファンキージャグラー2,1,64,1156,44,28,227.3,357.1,138.9,550,5
ファンキージャグラー2,1,65,-2876,32,16,312.5,625.0,208.3,1040,4
ファンキージャグラー2,1,66,868,44,25,227.3,400.0,144.9,895,7
ファンキージャグラー2,1,67,-620,37,27,270.3,370.4,156.3,829,7
ファンキージャグラー2,1,68,-2540,31,22,322.6,454.5,188.7,566,4
ファンキージャグラー2,1,69,-2396,36,11,277.8,909.1,212.8,804,3
ファンキージャグラー2,1,70,1300,43,32,232.6,312.5,133.3,502,6
ファンキージャグラー2,1,71,-3740,28,17,357.1,588.2,222.2,1121,4
ファンキージャグラー2,1,72,-2684,30,23,333.3,434.8,188.7,1095,5
ファンキージャグラー2,1,73,772,44,24,227.3,416.7,147.1,660,7
ファンキージャグラー2,1,74,-812,35,30,285.7,333.3,153.8,534,5
ファンキージャグラー2,1,75,-1052,36,25,277.8,400.0,163.9,592,8
ファンキージャグラー2,1,76,-1484,37,18,270.3,555.6,181.8,574,4
ファンキージャグラー2,1,77,-476,38,26,263.2,384.6,156.3,910,11
ファンキージャグラー2,1,78,820,43,27,232.6,370.4,142.9,682,4
ファンキージャグラー2,1,79,-860,38,22,263.2,454.5,166.7,1030,5
ファンキージャグラー2,1,80,-860,38,22,263.2,454.5,166.7,1207,6
ファンキージャグラー2,1,81,-92,40,25,250.0,400.0,153.8,732,4
ファンキージャグラー2,1,82,484,40,31,250.0,322.6,140.8,631,5
ファンキージャグラー2,1,83,-2060,33,22,303.0,454.5,181.8,885,5
ファンキージャグラー2,1,84,-1772,31,30,322.6,333.3,163.9,855,4
ファンキージャグラー2,1,85,-860,36,27,277.8,370.4,158.7,923,5
ファンキージャグラー2,1,86,-860,38,22,263.2,454.5,166.7,726,6
ファンキージャグラー2,1,87,-620,39,22,256.4,454.5,163.9,985,6
ファンキージャグラー2,1,88,-1052,36,25,277.8,400.0,163.9,876,8
ファンキージャグラー2,1,89,-1484,35,23,285.7,434.8,172.4,562,5
ファンキージャグラー2,1,90,-1052,36,25,277.8,400.0,163.9,582,4
ファンキージャグラー2,1,91,1060,46,22,217.4,454.5,147.1,675,7
ファンキージャグラー2,1,92,-1484,37,18,270.3,555.6,181.8,908,7
ファンキージャグラー2,1,93,244,41,26,243.9,384.6,149.3,657,5
ファンキージャグラー2,1,94,-4268,23,24,434.8,416.7,212.8,761,6
ファンキージャグラー2,1,95,-476,38,26,263.2,384.6,156.3,692,6
ファンキージャグラー2,1,96,-2876,28,26,357.1,384.6,185.2,745,7
ファンキージャグラー2,1,97,-3740,26,22,384.6,454.5,208.3,1440,6
ファンキージャグラー2,1,98,-44,39,28,256.4,357.1,149.3,626,7
ファンキージャグラー2,1,99,-2156,33,21,303.0,476.2,185.2,922,6
ファンキージャグラー2,1,100,-1340,38,17,263.2,588.2,181.8,848,6
ファンキージャグラー2,2,1,-1467,35,23,285.7,434.8,172.4,648,4
ファンキージャグラー2,2,2,1461,44,31,227.3,322.6,133.3,509,9
ファンキージャグラー2,2,3,-27,39,28,256.4,357.1,149.3,603,6
ファンキージャグラー2,2,4,-1515,36,20,277.8,500.0,178.6,595,8
ファンキージャグラー2,2,5,-171,38,29,263.2,344.8,149.3,1162,6
ファンキージャグラー2,2,6,-1803,34,22,294.1,454.5,178.6,559,5
ファンキージャグラー2,2,7,213,44,18,227.3,555.6,161.3,551,4
ファンキージャグラー2,2,8,-555,38,25,263.2,400.0,158.7,799,6
ファンキージャグラー2,2,9,-1275,33,30,303.0,333.3,158.7,739,6
ファンキージャグラー2,2,10,1461,48,21,208.3,476.2,144.9,681,8
ファンキージャグラー2,2,11,-1371,35,24,285.7,416.7,169.5,605,6
ファンキージャグラー2,2,12,-1611,38,14,263.2,714.3,192.3,630,5
ファンキージャグラー2,2,13,-123,39,27,256.4,370.4,151.5,506,4
ファンキージャグラー2,2,14,789,42,29,238.1,344.8,140.8,548,6
ファンキージャグラー2,2,15,1077,46,22,217.4,454.5,147.1,708,6
ファンキージャグラー2,2,16,309,40,29,250.0,344.8,144.9,567,8
ファンキージャグラー2,2,17,1797,47,27,212.8,370.4,135.1,654,5
ファンキージャグラー2,2,18,-1227,36,23,277.8,434.8,169.5,691,4
ファンキージャグラー2,2,19,-507,41,18,243.9,555.6,169.5,753,6
ファンキージャグラー2,2,20,-1419,36,21,277.8,476.2,175.4,666,4
ファンキージャグラー2,2,21,981,44,26,227.3,384.6,142.9,633,5
ファンキージャグラー2,2,22,-747,38,23,263.2,434.8,163.9,634,9
ファンキージャグラー2,2,23,1365,48,20,208.3,500.0,147.1,745,5
ファンキージャグラー2,2,24,453,43,23,232.6,434.8,151.5,826,7
ファンキージャグラー2,2,25,-75,44,15,227.3,666.7,169.5,746,7
ファンキージャグラー2,2,26,-1611,34,24,294.1,416.7,172.4,808,5
ファンキージャグラー2,2,27,-315,39,25,256.4,400.0,156.3,444,4
ファンキージャグラー2,2,28,-699,37,26,270.3,384.6,158.7,724,5
ファンキージャグラー2,2,29,-2523,31,22,322.6,454.5,188.7,1087,5
ファンキージャグラー2,2,30,501,42,26,238.1,384.6,147.1,1057,8
ファンキージャグラー2,2,31,309,42,24,238.1,416.7,151.5,777,5
ファンキージャグラー2,2,32,1749,46,29,217.4,344.8,133.3,490,8
ファンキージャグラー2,2,33,981,42,31,238.1,322.6,137.0,531,5
ファンキージャグラー2,2,34,-1131,36,24,277.8,416.7,166.7,724,10
ファンキージャグラー2,2,35,1605,49,20,204.1,500.0,144.9,997,7
ファンキージャグラー2,2,36,-1227,34,28,294.1,357.1,161.3,891,7
ファンキージャグラー2,2,37,1173,46,23,217.4,434.8,144.9,571,7
ファンキージャグラー2,2,38,-1851,31,29,322.6,344.8,166.7,637,5
ファンキージャグラー2,2,39,-1371,35,24,285.7,416.7,169.5,475,6
ファンキージャグラー2,2,40,-1083,35,27,285.7,370.4,161.3,554,5
ファンキージャグラー2,2,41,1893,45,33,222.2,303.0,128.2,439,8
ファンキージャグラー2,2,42,-699,37,26,270.3,384.6,158.7,565,6
ファンキージャグラー2,2,43,165,41,25,243.9,400.0,151.5,653,6
ファンキージャグラー2,2,44,1029,45,24,222.2,416.7,144.9,690,7
ファンキージャグラー2,2,45,2661,51,26,196.1,384.6,129.9,428,6
ファンキージャグラー2,2,46,-4443,21,27,476.2,370.4,208.3,1551,6
ファンキージャグラー2,2,47,-1467,35,23,285.7,434.8,172.4,562,5
ファンキージャグラー2,2,48,2373,49,28,204.1,357.1,129.9,625,14
ファンキージャグラー2,2,49,-1227,36,23,277.8,434.8,169.5,463,5
ファンキージャグラー2,2,50,-1899,36,16,277.8,625.0,192.3,599,3
ファンキージャグラー2,2,51,-27,41,23,243.9,434.8,156.3,756,7
ファンキージャグラー2,2,52,-27,41,23,243.9,434.8,156.3,751,8
ファンキージャグラー2,2,53,-1659,35,21,285.7,476.2,178.6,857,5
ファンキージャグラー2,2,54,-27,41,23,243.9,434.8,156.3,694,3
ファンキージャグラー2,2,55,-2139,31,26,322.6,384.6,175.4,609,8
ファンキージャグラー2,2,56,3429,51,34,196.1,294.1,117.6,473,7
ファンキージャグラー2,2,57,-3003,27,27,370.4,370.4,185.2,629,4
ファンキージャグラー2,2,58,741,41,31,243.9,322.6,138.9,604,14
ファンキージャグラー2,2,59,-1611,34,24,294.1,416.7,172.4,508,4
ファンキージャグラー2,2,60,-699,39,21,256.4,476.2,166.7,781,9
ファンキージャグラー2,2,61,-939,38,21,263.2,476.2,169.5,773,6
ファンキージャグラー2,2,62,549,41,29,243.9,344.8,142.9,898,5
ファンキージャグラー2,2,63,-3483,29,17,344.8,588.2,217.4,1056,4
ファンキージャグラー2,2,64,1797,45,32,222.2,312.5,129.9,769,7
ファンキージャグラー2,2,65,1317,43,32,232.6,312.5,133.3,531,5
ファンキージャグラー2,2,66,261,37,36,270.3,277.8,137.0,445,8
ファンキージャグラー2,2,67,789,44,24,227.3,416.7,147.1,411,4
ファンキージャグラー2,2,68,-603,37,27,270.3,370.4,156.3,663,7
ファンキージャグラー2,2,69,549,41,29,243.9,344.8,142.9,753,7
ファンキージャグラー2,2,70,-1179,35,26,285.7,384.6,163.9,699,5
ファンキージャグラー2,2,71,117,42,22,238.1,454.5,156.3,1310,5
ファンキージャグラー2,2,72,-747,34,33,294.1,303.0,149.3,594,7
ファンキージャグラー2,2,73,-2379,32,21,312.5,476.2,188.7,851,5
ファンキージャグラー2,2,74,-1227,36,23,277.8,434.8,169.5,778,5
ファンキージャグラー2,2,75,-1323,36,22,277.8,454.5,172.4,518,7
ファンキージャグラー2,2,76,-699,37,26,270.3,384.6,158.7,539,6
ファンキージャグラー2,2,77,-1947,33,23,303.0,434.8,178.6,954,4
ファンキージャグラー2,2,78,-219,39,26,256.4,384.6,153.8,1131,4
ファンキージャグラー2,2,79,-843,34,32,294.1,312.5,151.5,556,7
ファンキージャグラー2,2,80,1125,47,20,212.8,500.0,149.3,840,5
ファンキージャグラー2,2,81,-123,39,27,256.4,370.4,151.5,558,6
ファンキージャグラー2,2,82,-507,37,28,270.3,357.1,153.8,554,5
ファンキージャグラー2,2,83,3333,53,28,188.7,357.1,123.5,495,7
ファンキージャグラー2,2,84,-1179,35,26,285.7,384.6,163.9,827,8
ファンキージャグラー2,2,85,2373,49,28,204.1,357.1,129.9,516,6
ファンキージャグラー2,2,86,213,42,23,238.1,434.8,153.8,597,8
ファンキージャグラー2,2,87,-699,37,26,270.3,384.6,158.7,730,4
ファンキージャグラー2,2,88,-315,37,30,270.3,333.3,149.3,610,3
ファンキージャグラー2,2,89,-507,39,23,256.4,434.8,161.3,817,4
ファンキージャグラー2,2,90,-2379,28,31,357.1,322.6,169.5,736,6
ファンキージャグラー2,2,91,-1131,36,24,277.8,416.7,166.7,502,3
ファンキージャグラー2,2,92,-891,39,19,256.4,526.3,172.4,509,6
ファンキージャグラー2,2,93,-2523,31,22,322.6,454.5,188.7,765,6
ファンキージャグラー2,2,94,-2523,31,22,322.6,454.5,188.7,673,5
ファンキージャグラー2,2,95,-1083,37,22,270.3,454.5,169.5,938,5
ファンキージャグラー2,2,96,-2859,30,21,333.3,476.2,196.1,839,4
