機種,設定,セッション,差枚,BIG回数,REG回数,BIG確率,REG確率,合成確率,最大ハマり,最大連チャン
アイムジャグラーEX,1,1,-4047,23,24,434.8,416.7,212.8,635,4
アイムジャグラーEX,1,2,-1551,35,20,285.7,500.0,181.8,911,5
アイムジャグラーEX,1,3,-2511,31,20,322.6,500.0,196.1,880,6
アイムジャグラーEX,1,4,-1407,34,24,294.1,416.7,172.4,1064,5
アイムジャグラーEX,1,5,897,44,23,227.3,434.8,149.3,591,8
アイムジャグラーEX,1,6,-3039,28,22,357.1,454.5,200.0,745,5
アイムジャグラーEX,1,7,-591,35,30,285.7,333.3,153.8,942,7
アイムジャグラーEX,1,8,-111,41,20,243.9,500.0,163.9,852,11
アイムジャグラーEX,1,9,465,41,26,243.9,384.6,149.3,570,4
アイムジャグラーEX,1,10,-543,38,23,263.2,434.8,163.9,686,5
アイムジャグラーEX,1,11,-495,37,26,270.3,384.6,158.7,587,6
アイムジャグラーEX,1,12,-639,40,17,250.0,588.2,175.4,696,8
アイムジャグラーEX,1,13,-3375,29,16,344.8,625.0,222.2,950,4
アイムジャグラーEX,1,14,-1119,34,27,294.1,370.4,163.9,579,5
アイムジャグラーEX,1,15,-3231,28,20,357.1,500.0,208.3,958,6
アイムジャグラーEX,1,16,-6591,18,10,555.6,1000.0,357.1,1479,3
アイムジャグラーEX,1,17,849,43,25,232.6,400.0,147.1,716,6
アイムジャグラーEX,1,18,-1407,34,24,294.1,416.7,172.4,592,3
アイムジャグラーEX,1,19,-3279,27,22,370.4,454.5,204.1,750,4
アイムジャグラーEX,1,20,225,42,21,238.1,476.2,158.7,795,6
アイムジャグラーEX,1,21,-1407,32,29,312.5,344.8,163.9,882,6
アイムジャグラーEX,1,22,-1887,32,24,312.5,416.7,178.6,717,4
アイムジャグラーEX,1,23,-831,36,25,277.8,400.0,163.9,468,6
アイムジャグラーEX,1,24,-2415,31,21,322.6,476.2,192.3,773,4
アイムジャグラーEX,1,25,-1407,34,24,294.1,416.7,172.4,747,5
アイムジャグラーEX,1,26,-2319,33,17,303.0,588.2,200.0,808,4
アイムジャグラーEX,1,27,-255,40,21,250.0,476.2,163.9,1013,7
アイムジャグラーEX,1,28,-2463,30,23,333.3,434.8,188.7,2189,4
アイムジャグラーEX,1,29,-2895,29,21,344.8,476.2,200.0,591,5
アイムジャグラーEX,1,30,-4527,25,14,400.0,714.3,256.4,1393,3
アイムジャグラーEX,1,31,-2367,26,34,384.6,294.1,166.7,742,7
アイムジャグラーEX,1,32,-1695,36,16,277.8,625.0,192.3,688,4
アイムジャグラーEX,1,33,-4815,17,31,588.2,322.6,208.3,806,6
アイムジャグラーEX,1,34,-3903,28,13,357.1,769.2,243.9,1109,4
アイムジャグラーEX,1,35,-1167,35,24,285.7,416.7,169.5,590,6
アイムジャグラーEX,1,36,657,45,18,222.2,555.6,158.7,783,7
アイムジャグラーEX,1,37,-255,40,21,250.0,476.2,163.9,924,5
アイムジャグラーEX,1,38,-1551,33,25,303.0,400.0,172.4,994,6
アイムジャグラーEX,1,39,-1839,33,22,303.0,454.5,181.8,582,5
アイムジャグラーEX,1,40,-3039,28,22,357.1,454.5,200.0,750,5
アイムジャグラーEX,1,41,1185,46,21,217.4,476.2,149.3,708,5
アイムジャグラーEX,1,42,-591,41,15,243.9,666.7,178.6,973,4
アイムジャグラーEX,1,43,-2895,29,21,344.8,476.2,200.0,683,6
アイムジャグラーEX,1,44,-1263,37,18,270.3,555.6,181.8,751,3
アイムジャグラーEX,1,45,-1407,32,29,312.5,344.8,163.9,605,6
アイムジャグラーEX,1,46,177,41,23,243.9,434.8,156.3,571,6
アイムジャグラーEX,1,47,609,42,25,238.1,400.0,149.3,515,4
アイムジャグラーEX,1,48,-1215,38,16,263.2,625.0,185.2,640,7
アイムジャグラーEX,1,49,-1071,37,20,270.3,500.0,175.4,795,5
アイムジャグラーEX,1,50,-3759,27,17,370.4,588.2,227.3,712,4
アイムジャグラーEX,1,51,-2271,32,20,312.5,500.0,192.3,626,6
アイムジャグラーEX,1,52,-111,41,20,243.9,500.0,163.9,599,4
アイムジャグラーEX,1,53,-2559,34,12,294.1,833.3,217.4,699,3
アイムジャグラーEX,1,54,849,41,30,243.9,333.3,140.8,886,6
アイムジャグラーEX,1,55,-207,41,19,243.9,526.3,166.7,1231,7
アイムジャグラーEX,1,56,-735,36,26,277.8,384.6,161.3,657,5
アイムジャグラーEX,1,57,-495,37,26,270.3,384.6,158.7,573,5
アイムジャグラーEX,1,58,801,42,27,238.1,370.4,144.9,598,4
アイムジャグラーEX,1,59,177,41,23,243.9,434.8,156.3,955,6
アイムジャグラーEX,1,60,-1647,33,24,303.0,416.7,175.4,801,4
アイムジャグラーEX,1,61,-1887,32,24,312.5,416.7,178.6,592,7
アイムジャグラーEX,1,62,-735,38,21,263.2,476.2,169.5,563,4
アイムジャグラーEX,1,63,-591,39,20,256.4,500.0,169.5,596,4
アイムジャグラーEX,1,64,-4575,22,21,454.5,476.2,232.6,1211,4
アイムジャグラーEX,1,65,-1743,35,18,285.7,555.6,188.7,1253,4
アイムジャグラーEX,1,66,849,39,35,256.4,285.7,135.1,574,6
アイムジャグラーEX,1,67,-495,37,26,270.3,384.6,158.7,614,5
アイムジャグラーEX,1,68,753,39,34,256.4,294.1,137.0,411,6
アイムジャグラーEX,1,69,-543,36,28,277.8,357.1,156.3,701,7
アイムジャグラーEX,1,70,2673,47,34,212.8,294.1,123.5,527,7
アイムジャグラーEX,1,71,849,45,20,222.2,500.0,153.8,770,8
アイムジャグラーEX,1,72,-3999,24,22,416.7,454.5,217.4,1771,5
アイムジャグラーEX,1,73,-2127,35,14,285.7,714.3,204.1,891,4
アイムジャグラーEX,1,74,-1887,32,24,312.5,416.7,178.6,528,5
アイムジャグラーEX,1,75,-3903,28,13,357.1,769.2,243.9,969,3
アイムジャグラーEX,1,76,129,44,15,227.3,666.7,169.5,641,5
アイムジャグラーEX,1,77,-1119,36,22,277.8,454.5,172.4,1178,6
アイムジャグラーEX,1,78,-2415,31,21,322.6,476.2,192.3,734,4
アイムジャグラーEX,1,79,33,36,34,277.8,294.1,142.9,829,6
アイムジャグラーEX,1,80,1377,46,23,217.4,434.8,144.9,804,8
アイムジャグラーEX,1,81,-399,37,27,270.3,370.4,156.3,962,7
アイムジャグラーEX,1,82,129,40,25,250.0,400.0,153.8,544,4
アイムジャグラーEX,1,83,513,44,19,227.3,526.3,158.7,856,5
アイムジャグラーEX,1,84,-255,38,26,263.2,384.6,156.3,600,4
アイムジャグラーEX,1,85,-3471,23,30,434.8,333.3,188.7,1263,8
アイムジャグラーEX,1,86,1617,43,33,232.6,303.0,131.6,600,6
アイムジャグラーEX,1,87,-1311,34,25,294.1,400.0,169.5,1163,7
アイムジャグラーEX,1,88,513,42,24,238.1,416.7,151.5,769,6
アイムジャグラーEX,1,89,129,38,30,263.2,333.3,147.1,552,6
アイムジャグラーEX,1,90,-975,37,21,270.3,476.2,172.4,571,5
アイムジャグラーEX,1,91,-3759,27,17,370.4,588.2,227.3,826,4
アイムジャグラーEX,1,92,-3423,26,23,384.6,434.8,204.1,855,4
アイムジャグラーEX,1,93,-1695,32,26,312.5,384.6,172.4,928,5
アイムジャグラーEX,1,94,-1503,34,23,294.1,434.8,175.4,918,8
アイムジャグラーEX,1,95,-927,40,14,250.0,714.3,185.2,804,6
アイムジャグラーEX,1,96,993,44,24,227.3,416.7,147.1,732,10
アイムジャグラーEX,1,97,-1167,37,19,270.3,526.3,178.6,588,5
アイムジャグラーEX,1,98,-2031,33,20,303.0,500.0,188.7,603,5
アイムジャグラーEX,1,99,-399,39,22,256.4,454.5,163.9,782,6
アイムジャグラーEX,1,100,-1455,37,16,270.3,625.0,188.7,585,5
アイムジャグラーEX,2,1,-3309,27,22,370.4,454.5,204.1,1109,4
アイムジャグラーEX,2,2,-621,37,25,270.3,400.0,161.3,953,5
アイムジャグラーEX,2,3,-1965,33,21,303.0,476.2,185.2,590,3
アイムジャグラーEX,2,4,51,37,32,270.3,312.5,144.9,547,9
アイムジャグラーEX,2,5,579,40,30,250.0,333.3,142.9,636,6
アイムジャグラーEX,2,6,1299,43,30,232.6,333.3,137.0,631,6
アイムジャグラーEX,2,7,-2445,29,26,344.8,384.6,181.8,929,5
アイムジャグラーEX,2,8,-45,37,31,270.3,322.6,147.1,422,6
アイムジャグラーEX,2,9,-2541,29,25,344.8,400.0,185.2,1122,6
アイムジャグラーEX,2,10,-2877,28,24,357.1,416.7,192.3,749,5
アイムジャグラーEX,2,11,-2829,27,27,370.4,370.4,185.2,630,5
アイムジャグラーEX,2,12,-2493,30,23,333.3,434.8,188.7,693,5
アイムジャグラーEX,2,13,-909,35,27,285.7,370.4,161.3,581,4
アイムジャグラーEX,2,14,1875,49,21,204.1,476.2,142.9,642,8
アイムジャグラーEX,2,15,-909,35,27,285.7,370.4,161.3,725,7
アイムジャグラーEX,2,16,1011,43,27,232.6,370.4,142.9,720,5
アイムジャグラーEX,2,17,-573,36,28,277.8,357.1,156.3,618,4
アイムジャグラーEX,2,18,1491,47,22,212.8,454.5,144.9,505,4
アイムジャグラーEX,2,19,-2061,31,25,322.6,400.0,178.6,811,4
アイムジャグラーEX,2,20,-1965,33,21,303.0,476.2,185.2,628,5
アイムジャグラーEX,2,21,-2781,32,15,312.5,666.7,212.8,1229,5
アイムジャグラーEX,2,22,-957,36,24,277.8,416.7,166.7,837,7
アイムジャグラーEX,2,23,99,40,25,250.0,400.0,153.8,561,5
アイムジャグラーEX,2,24,1443,44,29,227.3,344.8,137.0,602,5
アイムジャグラーEX,2,25,-1629,36,17,277.8,588.2,188.7,1170,6
アイムジャグラーEX,2,26,-1341,32,30,312.5,333.3,161.3,792,6
アイムジャグラーEX,2,27,195,38,31,263.2,322.6,144.9,944,7
アイムジャグラーEX,2,28,1059,42,30,238.1,333.3,138.9,951,6
アイムジャグラーEX,2,29,-813,39,18,256.4,555.6,175.4,659,3
アイムジャグラーEX,2,30,-1005,35,26,285.7,384.6,163.9,749,6
アイムジャグラーEX,2,31,-1389,33,27,303.0,370.4,166.7,946,5
アイムジャグラーEX,2,32,1059,44,25,227.3,400.0,144.9,870,10
アイムジャグラーEX,2,33,675,42,26,238.1,384.6,147.1,538,4
アイムジャグラーEX,2,34,1635,46,26,217.4,384.6,138.9,434,6
アイムジャグラーEX,2,35,-1725,32,26,312.5,384.6,172.4,768,7
アイムジャグラーEX,2,36,2499,50,25,200.0,400.0,133.3,423,7
アイムジャグラーEX,2,37,-1533,32,28,312.5,357.1,166.7,600,5
アイムジャグラーEX,2,38,1251,42,32,238.1,312.5,135.1,651,5
アイムジャグラーEX,2,39,819,43,25,232.6,400.0,147.1,715,6
アイムジャグラーEX,2,40,-1725,32,26,312.5,384.6,172.4,774,8
アイムジャグラーEX,2,41,-717,35,29,285.7,344.8,156.3,772,6
アイムジャグラーEX,2,42,-2157,31,24,322.6,416.7,181.8,895,6
アイムジャグラーEX,2,43,-285,42,16,238.1,625.0,172.4,603,7
アイムジャグラーEX,2,44,-2157,33,19,303.0,526.3,192.3,1047,4
アイムジャグラーEX,2,45,-1773,31,28,322.6,357.1,169.5,757,9
アイムジャグラーEX,2,46,-189,42,17,238.1,588.2,169.5,569,8
アイムジャグラーEX,2,47,-2781,32,15,312.5,666.7,212.8,630,5
アイムジャグラーEX,2,48,1347,48,18,208.3,555.6,151.5,1289,7
アイムジャグラーEX,2,49,-2157,31,24,322.6,416.7,181.8,1081,6
アイムジャグラーEX,2,50,-573,36,28,277.8,357.1,156.3,767,6
アイムジャグラーEX,2,51,-2205,28,31,357.1,322.6,169.5,743,4
アイムジャグラーEX,2,52,-1101,33,30,303.0,333.3,158.7,798,5
アイムジャグラーEX,2,53,-909,33,32,303.0,312.5,153.8,459,6
アイムジャグラーEX,2,54,1011,41,32,243.9,312.5,137.0,646,8
アイムジャグラーEX,2,55,-2541,31,20,322.6,500.0,196.1,729,6
アイムジャグラーEX,2,56,-2733,29,23,344.8,434.8,192.3,1327,5
アイムジャグラーEX,2,57,-333,39,23,256.4,434.8,161.3,765,6
アイムジャグラーEX,2,58,-573,36,28,277.8,357.1,156.3,690,5
アイムジャグラーEX,2,59,-1341,36,20,277.8,500.0,178.6,777,6
アイムジャグラーEX,2,60,-2013,32,23,312.5,434.8,181.8,601,6
アイムジャグラーEX,2,61,-1917,34,19,294.1,526.3,188.7,842,5
アイムジャグラーEX,2,62,-141,39,25,256.4,400.0,156.3,571,7
アイムジャグラーEX,2,63,1155,44,26,227.3,384.6,142.9,465,5
アイムジャグラーEX,2,64,-45,35,36,285.7,277.8,140.8,576,6
アイムジャグラーEX,2,65,-1197,29,39,344.8,256.4,147.1,483,11
アイムジャグラーEX,2,66,-93,38,28,263.2,357.1,151.5,611,5
アイムジャグラーEX,2,67,-621,35,30,285.7,333.3,153.8,711,4
アイムジャグラーEX,2,68,-1869,35,17,285.7,588.2,192.3,802,5
アイムジャグラーEX,2,69,-1005,37,21,270.3,476.2,172.4,865,5
アイムジャグラーEX,2,70,-1293,33,28,303.0,357.1,163.9,1148,5
アイムジャグラーEX,2,71,-2493,30,23,333.3,434.8,188.7,754,9
アイムジャグラーEX,2,72,-2253,31,23,322.6,434.8,185.2,825,3
アイムジャグラーEX,2,73,-957,36,24,277.8,416.7,166.7,668,7
アイムジャグラーEX,2,74,1251,46,22,217.4,454.5,147.1,659,6
アイムジャグラーEX,2,75,1107,41,33,243.9,303.0,135.1,840,7
アイムジャグラーEX,2,76,483,42,24,238.1,416.7,151.5,551,5
アイムジャグラーEX,2,77,-2109,32,22,312.5,454.5,185.2,597,3
アイムジャグラーEX,2,78,-3309,27,22,370.4,454.5,204.1,825,4
アイムジャグラーEX,2,79,723,41,29,243.9,344.8,142.9,549,6
アイムジャグラーEX,2,80,-1485,31,31,322.6,322.6,161.3,654,4
アイムジャグラーEX,2,81,-3405,29,16,344.8,625.0,222.2,1169,3
アイムジャグラーEX,2,82,-237,37,29,270.3,344.8,151.5,802,7
アイムジャグラーEX,2,83,-429,39,22,256.4,454.5,163.9,726,6
アイムジャグラーEX,2,84,-2685,28,26,357.1,384.6,185.2,1202,6
アイムジャグラーEX,2,85,1395,45,26,222.2,384.6,140.8,654,7
アイムジャグラーEX,2,86,-957,38,19,263.2,526.3,175.4,681,8
アイムジャグラーEX,2,87,-45,41,21,243.9,476.2,161.3,627,4
アイムジャグラーEX,2,88,-3117,27,24,370.4,416.7,196.1,765,4
アイムジャグラーEX,2,89,-3837,24,24,416.7,416.7,208.3,767,6
アイムジャグラーEX,2,90,1683,47,24,212.8,416.7,140.8,852,5
アイムジャグラーEX,2,91,-669,38,22,263.2,454.5,166.7,671,4
アイムジャグラーEX,2,92,483,40,29,250.0,344.8,144.9,616,7
アイムジャグラーEX,2,93,-2781,30,20,333.3,500.0,200.0,847,5
アイムジャグラーEX,2,94,-1485,35,21,285.7,476.2,178.6,757,5
アイムジャグラーEX,2,95,1683,45,29,222.2,344.8,135.1,618,7
アイムジャグラーEX,2,96,-1053,34,28,294.1,357.1,161.3,708,5
アイムジャグラーEX,2,97,-1101,37,20,270.3,500.0,175.4,812,5
アイムジャグラーEX,2,98,-2637,29,24,344.8,416.7,188.7,849,4
アイムジャグラーEX,2,99,-1197,35,24,285.7,416.7,169.5,580,6
アイムジャグラーEX,2,100,-1485,31,31,322.6,322.6,161.3,696,5
アイムジャグラーEX,3,1,-1533,37,16,270.3,625.0,188.7,903,4
アイムジャグラーEX,3,2,3,37,32,270.3,312.5,144.9,928,6
アイムジャグラーEX,3,3,-45,40,24,250.0,416.7,156.3,659,4
アイムジャグラーEX,3,4,675,37,39,270.3,256.4,131.6,646,8
アイムジャグラーEX,3,5,819,42,28,238.1,357.1,142.9,733,7
アイムジャグラーEX,3,6,1107,42,31,238.1,322.6,137.0,666,5
アイムジャグラーEX,3,7,-3021,30,18,333.3,555.6,208.3,986,5
アイムジャグラーEX,3,8,-2301,33,18,303.0,555.6,196.1,966,4
アイムジャグラーEX,3,9,-765,33,34,303.0,294.1,149.3,519,8
アイムジャグラーEX,3,10,-1293,34,26,294.1,384.6,166.7,598,6
アイムジャグラーEX,3,11,-717,36,27,277.8,370.4,158.7,648,5
アイムジャグラーEX,3,12,-1629,31,30,322.6,333.3,163.9,1355,4
アイムジャグラーEX,3,13,-1149,31,35,322.6,285.7,151.5,742,10
アイムジャグラーEX,3,14,-1437,31,32,322.6,312.5,158.7,620,6
アイムジャグラーEX,3,15,723,40,32,250.0,312.5,138.9,589,7
アイムジャグラーEX,3,16,-765,31,39,322.6,256.4,142.9,702,6
アイムジャグラーEX,3,17,-381,39,23,256.4,434.8,161.3,770,6
アイムジャグラーEX,3,18,2259,50,23,200.0,434.8,137.0,663,5
アイムジャグラーEX,3,19,-1869,30,30,333.3,333.3,166.7,946,8
アイムジャグラーEX,3,20,-1245,33,29,303.0,344.8,161.3,633,5
アイムジャグラーEX,3,21,1827,47,26,212.8,384.6,137.0,723,7
アイムジャグラーEX,3,22,3,35,37,285.7,270.3,138.9,785,7
アイムジャグラーEX,3,23,1155,41,34,243.9,294.1,133.3,772,8
アイムジャグラーEX,3,24,675,37,39,270.3,256.4,131.6,517,8
アイムジャグラーEX,3,25,-2109,29,30,344.8,333.3,169.5,1047,6
アイムジャグラーEX,3,26,-909,36,25,277.8,400.0,163.9,518,6
アイムジャグラーEX,3,27,-1149,35,25,285.7,400.0,166.7,621,4
アイムジャグラーEX,3,28,-861,37,23,270.3,434.8,166.7,695,6
アイムジャグラーEX,3,29,-1917,29,32,344.8,312.5,163.9,622,7
アイムジャグラーEX,3,30,-2013,31,26,322.6,384.6,175.4,820,5
アイムジャグラーEX,3,31,435,34,44,294.1,227.3,128.2,636,7
アイムジャグラーEX,3,32,-1725,29,34,344.8,294.1,158.7,1250,5
アイムジャグラーEX,3,33,-1053,35,26,285.7,384.6,163.9,662,5
アイムジャグラーEX,3,34,-1245,33,29,303.0,344.8,161.3,570,6
アイムジャグラーEX,3,35,-1533,33,26,303.0,384.6,169.5,582,6
アイムジャグラーEX,3,36,-525,36,29,277.8,344.8,153.8,521,4
アイムジャグラーEX,3,37,-813,36,26,277.8,384.6,161.3,850,6
アイムジャグラーEX,3,38,-237,38,27,263.2,370.4,153.8,623,7
アイムジャグラーEX,3,39,1251,37,45,270.3,222.2,122.0,446,8
アイムジャグラーEX,3,40,-861,31,38,322.6,263.2,144.9,709,7
アイムジャグラーEX,3,41,195,39,29,256.4,344.8,147.1,646,7
アイムジャグラーEX,3,42,-381,39,23,256.4,434.8,161.3,936,5
アイムジャグラーEX,3,43,-1965,30,29,333.3,344.8,169.5,920,6
アイムジャグラーEX,3,44,195,37,34,270.3,294.1,140.8,583,6
アイムジャグラーEX,3,45,-2637,26,32,384.6,312.5,172.4,661,4
アイムジャグラーEX,3,46,-45,36,34,277.8,294.1,142.9,770,8
アイムジャグラーEX,3,47,4083,54,32,185.2,312.5,116.3,575,8
アイムジャグラーEX,3,48,-429,36,30,277.8,333.3,151.5,750,5
アイムジャグラーEX,3,49,-141,38,28,263.2,357.1,151.5,886,5
アイムジャグラーEX,3,50,-2877,27,27,370.4,370.4,185.2,597,4
アイムジャグラーEX,3,51,-2589,29,25,344.8,400.0,185.2,701,6
アイムジャグラーEX,3,52,387,37,36,270.3,277.8,137.0,598,7
アイムジャグラーEX,3,53,2403,43,42,232.6,238.1,117.6,1018,8
アイムジャグラーEX,3,54,-1005,36,24,277.8,416.7,166.7,683,5
アイムジャグラーEX,3,55,723,38,37,263.2,270.3,133.3,576,4
アイムジャグラーEX,3,56,-1965,30,29,333.3,344.8,169.5,803,5
アイムジャグラーEX,3,57,-765,37,24,270.3,416.7,163.9,1068,5
アイムジャグラーEX,3,58,-1149,33,30,303.0,333.3,158.7,623,4
アイムジャグラーEX,3,59,-1341,31,33,322.6,303.0,156.3,823,5
アイムジャグラーEX,3,60,-141,38,28,263.2,357.1,151.5,649,5
アイムジャグラーEX,3,61,1875,44,34,227.3,294.1,128.2,457,5
アイムジャグラーEX,3,62,387,39,31,256.4,322.6,142.9,592,6
アイムジャグラーEX,3,63,2259,42,43,238.1,232.6,117.6,550,11
アイムジャグラーEX,3,64,-3069,29,20,344.8,500.0,204.1,1340,4
アイムジャグラーEX,3,65,531,42,25,238.1,400.0,149.3,514,4
アイムジャグラーEX,3,66,-381,37,28,270.3,357.1,153.8,616,6
アイムジャグラーEX,3,67,-573,37,26,270.3,384.6,158.7,619,6
アイムジャグラーEX,3,68,-285,35,34,285.7,294.1,144.9,970,8
アイムジャグラーEX,3,69,915,42,29,238.1,344.8,140.8,654,6
アイムジャグラーEX,3,70,-1533,35,21,285.7,476.2,178.6,572,4
アイムジャグラーEX,3,71,-141,36,33,277.8,303.0,144.9,484,6
アイムジャグラーEX,3,72,-3261,29,18,344.8,555.6,212.8,859,4
アイムジャグラーEX,3,73,-1773,32,26,312.5,384.6,172.4,521,4
アイムジャグラーEX,3,74,51,38,30,263.2,333.3,147.1,649,5
アイムジャグラーEX,3,75,-1293,36,21,277.8,476.2,175.4,729,4
アイムジャグラーEX,3,76,1443,43,32,232.6,312.5,133.3,626,4
アイムジャグラーEX,3,77,51,36,35,277.8,285.7,140.8,614,11
アイムジャグラーEX,3,78,1779,44,33,227.3,303.0,129.9,697,5
アイムジャグラーEX,3,79,-1581,34,23,294.1,434.8,175.4,847,6
アイムジャグラーEX,3,80,3747,55,26,181.8,384.6,123.5,485,7
アイムジャグラーEX,3,81,-1293,34,26,294.1,384.6,166.7,791,6
アイムジャグラーEX,3,82,2499,47,33,212.8,303.0,125.0,521,8
アイムジャグラーEX,3,83,-1533,29,36,344.8,277.8,153.8,593,7
アイムジャグラーEX,3,84,1347,41,36,243.9,277.8,129.9,565,8
アイムジャグラーEX,3,85,99,39,28,256.4,357.1,149.3,670,7
アイムジャグラーEX,3,86,-189,35,35,285.7,285.7,142.9,673,6
アイムジャグラーEX,3,87,435,38,34,263.2,294.1,138.9,694,6
アイムジャグラーEX,3,88,435,40,29,250.0,344.8,144.9,970,9
アイムジャグラーEX,3,89,-285,39,24,256.4,416.7,158.7,555,8
アイムジャグラーEX,3,90,195,41,24,243.9,416.7,153.8,661,6
アイムジャグラーEX,3,91,-1485,34,24,294.1,416.7,172.4,689,4
アイムジャグラーEX,3,92,-765,35,29,285.7,344.8,156.3,754,7
アイムジャグラーEX,3,93,-1149,33,30,303.0,333.3,158.7,647,7
アイムジャグラーEX,3,94,627,42,26,238.1,384.6,147.1,641,5
アイムジャグラーEX,3,95,-1053,35,26,285.7,384.6,163.9,723,5
アイムジャグラーEX,3,96,1347,41,36,243.9,277.8,129.9,882,8
アイムジャグラーEX,3,97,-1821,29,33,344.8,303.0,161.3,1373,6
アイムジャグラーEX,3,98,-2541,24,38,416.7,263.2,161.3,687,4
アイムジャグラーEX,3,99,-1629,35,20,285.7,500.0,181.8,808,6
アイムジャグラーEX,3,100,-93,37,31,270.3,322.6,147.1,907,7
アイムジャグラーEX,4,1,401,36,39,277.8,256.4,133.3,800,8
アイムジャグラーEX,4,2,-1039,32,34,312.5,294.1,151.5,613,5
アイムジャグラーEX,4,3,1649,44,32,227.3,312.5,131.6,1120,10
アイムジャグラーEX,4,4,3089,52,27,192.3,370.4,126.6,545,5
アイムジャグラーEX,4,5,-2287,30,26,333.3,384.6,178.6,857,4
アイムジャグラーEX,4,6,-79,38,29,263.2,344.8,149.3,827,4
アイムジャグラーEX,4,7,2609,48,32,208.3,312.5,125.0,483,9
アイムジャグラーEX,4,8,1505,41,38,243.9,263.2,126.6,567,7
アイムジャグラーEX,4,9,-1135,34,28,294.1,357.1,161.3,721,4
アイムジャグラーEX,4,10,-511,37,27,270.3,370.4,156.3,576,5
アイムジャグラーEX,4,11,-1039,34,29,294.1,344.8,158.7,493,11
アイムジャグラーEX,4,12,-1087,33,31,303.0,322.6,156.3,808,6
アイムジャグラーEX,4,13,977,42,30,238.1,333.3,138.9,907,8
アイムジャグラーEX,4,14,-1567,31,31,322.6,322.6,161.3,1025,5
アイムジャグラーEX,4,15,-463,34,35,294.1,285.7,144.9,850,9
アイムジャグラーEX,4,16,305,40,28,250.0,357.1,147.1,711,7
アイムジャグラーEX,4,17,-319,37,29,270.3,344.8,151.5,807,7
アイムジャグラーEX,4,18,1697,45,30,222.2,333.3,133.3,666,9
アイムジャグラーEX,4,19,1793,41,41,243.9,243.9,122.0,650,8
アイムジャグラーEX,4,20,-1183,35,25,285.7,400.0,166.7,612,5
アイムジャグラーEX,4,21,1553,44,31,227.3,322.6,133.3,654,6
アイムジャグラーEX,4,22,2321,44,39,227.3,256.4,120.5,448,8
アイムジャグラーEX,4,23,-2191,30,27,333.3,370.4,175.4,910,5
アイムジャグラーEX,4,24,737,39,35,256.4,285.7,135.1,612,6
アイムジャグラーEX,4,25,1649,44,32,227.3,312.5,131.6,552,8
アイムジャグラーEX,4,26,-271,38,27,263.2,370.4,153.8,802,7
アイムジャグラーEX,4,27,-415,37,28,270.3,357.1,153.8,876,6
アイムジャグラーEX,4,28,1409,43,32,232.6,312.5,133.3,673,8
アイムジャグラーEX,4,29,-319,35,34,285.7,294.1,144.9,753,6
アイムジャグラーEX,4,30,881,42,29,238.1,344.8,140.8,752,9
アイムジャグラーEX,4,31,209,38,32,263.2,312.5,142.9,1029,7
アイムジャグラーEX,4,32,785,40,33,250.0,303.0,137.0,671,5
アイムジャグラーEX,4,33,-223,39,25,256.4,400.0,156.3,464,7
アイムジャグラーEX,4,34,-175,36,33,277.8,303.0,144.9,458,6
アイムジャグラーEX,4,35,1649,44,32,227.3,312.5,131.6,580,5
アイムジャグラーEX,4,36,209,38,32,263.2,312.5,142.9,814,6
アイムジャグラーEX,4,37,-3583,27,20,370.4,500.0,212.8,860,7
アイムジャグラーEX,4,38,-1039,34,29,294.1,344.8,158.7,594,6
アイムジャグラーEX,4,39,17,36,35,277.8,285.7,140.8,499,7
アイムジャグラーEX,4,40,1985,45,33,222.2,303.0,128.2,744,10
アイムジャグラーEX,4,41,1601,41,39,243.9,256.4,125.0,523,6
アイムジャグラーEX,4,42,1217,41,35,243.9,285.7,131.6,435,6
アイムジャグラーEX,4,43,17,40,25,250.0,400.0,153.8,777,5
アイムジャグラーEX,4,44,-1471,31,32,322.6,312.5,158.7,530,5
アイムジャグラーEX,4,45,-751,32,37,312.5,270.3,144.9,566,8
アイムジャグラーEX,4,46,833,41,31,243.9,322.6,138.9,757,8
アイムジャグラーEX,4,47,1025,41,33,243.9,303.0,135.1,454,4
アイムジャグラーEX,4,48,1313,37,46,270.3,217.4,120.5,623,8
アイムジャグラーEX,4,49,3281,52,29,192.3,344.8,123.5,526,8
アイムジャグラーEX,4,50,-1471,33,27,303.0,370.4,166.7,983,3
アイムジャグラーEX,4,51,-1183,35,25,285.7,400.0,166.7,713,4
アイムジャグラーEX,4,52,161,37,34,270.3,294.1,140.8,526,5
アイムジャグラーEX,4,53,-1327,34,26,294.1,384.6,166.7,662,7
アイムジャグラーEX,4,54,1073,40,36,250.0,277.8,131.6,557,5
アイムジャグラーEX,4,55,2369,47,32,212.8,312.5,126.6,569,12
アイムジャグラーEX,4,56,1025,37,43,270.3,232.6,125.0,634,6
アイムジャグラーEX,4,57,-559,38,24,263.2,416.7,161.3,696,4
アイムジャグラーEX,4,58,1169,42,32,238.1,312.5,135.1,977,6
アイムジャグラーEX,4,59,-127,39,26,256.4,384.6,153.8,860,5
アイムジャグラーEX,4,60,209,38,32,263.2,312.5,142.9,644,7
アイムジャグラーEX,4,61,449,39,32,256.4,312.5,140.8,543,6
アイムジャグラーEX,4,62,-1135,32,33,312.5,303.0,153.8,801,6
アイムジャグラーEX,4,63,-1135,34,28,294.1,357.1,161.3,557,4
